Grouping,"Lead Request Users","Lead Users",Leads,Leads/LU,"Unreconciled Publisher Lead Revenue","Clickout Impressions",Clickouts,"Clickthrough Rate","Unreconciled Publisher Clickout Revenue","Unreconciled Publisher Total Revenue","Source Code","Tracking Code","Adult Lead Request Users","Adult Lead Users","Adult Leads","Adult Leads / LU","Adult Unreconciled Publisher Lead Revenue","Adult Clickouts","Adult Clickout Revenue","High School Lead Request Users","High School Lead Users","High School Leads","High School Leads / LU","High School Unreconciled Publisher Lead Revenue","High School Clickouts","High School Clickout Revenue"
"2017-12-25 Mon",1,0,0,0,0,2,1,0.5,9.05,9.05,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-1451715252_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-25 Mon",1,1,1,1,12.68,1,0,0,0,12.68,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-30892861782_var-b_,,1,1,1,1,12.68,0,0,0,0,0,,0,0,0
"2017-12-25 Mon",1,1,1,1,19.5,2,1,0.5,3.36,22.86,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-65028139610_var-b_,,1,1,1,1,19.5,1,3.36,0,0,0,,0,0,0
"2017-12-25 Mon",1,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-97402086277_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-25 Mon",0,0,0,0,0,7,3,0.4286,9.38,9.38,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531203928_dv-m_kw-kwd-21684968152_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-25 Mon",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531204768_dv-m_kw-kwd-160459650728_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-25 Mon",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531204768_dv-m_kw-kwd-53749502693_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-25 Mon",1,0,0,0,0,5,1,0.2,3.36,3.36,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-24793083520_var-b_,,1,0,0,,0,1,3.36,0,0,0,,0,0,0
"2017-12-25 Mon",5,2,2,1,68.9,16,1,0.0625,3.36,72.26,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-24793290400_var-b_,,4,2,2,1,68.9,0,0,1,0,0,,0,0,0
"2017-12-25 Mon",2,0,0,0,0,14,5,0.35710000000000003,48.48,48.48,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-33096851_var-b_,,0,0,0,,0,0,0,2,0,0,,0,0,0
"2017-12-25 Mon",0,0,0,0,0,2,1,0.5,3.66,3.66,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-52729527542_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-25 Mon",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-18081464408_dv-m_kw-kwd-133915428968_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-25 Mon",0,0,0,0,0,2,1,0.5,3.66,3.66,sa-B0D889DD-_pb-g2_cp-300306968_ag-18081464408_dv-m_kw-kwd-133915435928_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-25 Mon",0,0,0,0,0,2,1,0.5,4.88,4.88,sa-B0D889DD-_pb-g2_cp-300306968_ag-18081464408_dv-m_kw-kwd-97567987961_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-25 Mon",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-29436539168_dv-m_kw-kwd-98037416441_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",0,0,0,0,0,2,1,0.5,7.32,7.32,sa-B0D889DD-_pb-b1_cp-277140607_ag-1210562331781267_dv-c_kw-75660169872221_var-b_,,0,0,0,,0,1,7.32,0,0,0,,0,0,0
"2017-12-24 Sun",1,0,0,0,0,5,1,0.2,3.66,3.66,sa-B0D889DD-_pb-b2_cp-277399748_ag-1213860900123734_dv-c_kw-75866353266566_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",0,0,0,0,0,2,1,0.5,3.66,3.66,sa-B0D889DD-_pb-b2_cp-277399748_ag-1213860900123734_dv-c_kw-75866353266659_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",0,0,0,0,0,,0,,0,0,sa-B0D889DD-_pb-b2_cp-277399748_ag-1213860900123734_dv-m_kw-75866353266566_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",0,0,0,0,0,,0,,0,0,sa-B0D889DD-_pb-b2_cp-277399748_ag-1213860900123734_dv-m_kw-75866353266659_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-b2_cp-277399748_ag-1216059923223192_dv-c_kw-76003792332018_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",2,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-132618995321_var-b_,,2,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",2,1,2,2,31.86,4,1,0.25,7.32,39.18,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-1451715252_var-b_,,2,1,2,2,31.86,1,7.32,0,0,0,,0,0,0
"2017-12-24 Sun",1,0,0,0,0,0,0,0,0,0,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-30892861782_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",2,1,2,2,42.69,4,0,0,0,42.69,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-344364795_var-b_,,2,1,2,2,42.69,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-37029433500_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",3,2,5,2.5,98.84,3,1,0.3333,9.15,107.99,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-4309776947_var-b_,,3,2,5,2.5,98.84,1,9.15,0,0,0,,0,0,0
"2017-12-24 Sun",2,1,1,1,12.68,3,1,0.3333,7.32,20,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-65028139610_var-b_,,2,1,1,1,12.68,1,7.32,0,0,0,,0,0,0
"2017-12-24 Sun",1,1,2,2,52,0,0,0,0,52,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-94908789_var-b_,,1,1,2,2,52,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",1,1,1,1,12.68,3,1,0.3333,7.32,20,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-95204913_var-b_,,1,1,1,1,12.68,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",2,2,3,1.5,44.12,6,3,0.5,13.08,57.2,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531203928_dv-m_kw-kwd-21684968152_var-b_,,2,2,3,1.5,44.12,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",1,1,1,1,29.25,3,0,0,0,29.25,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531203928_dv-m_kw-kwd-33989701455_var-b_,,1,1,1,1,29.25,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",0,0,0,0,0,2,1,0.5,2.44,2.44,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-133912756808_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",1,1,2,2,13.98,0,0,0,0,13.98,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-1765411395_var-b_,,1,1,2,2,13.98,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",3,2,3,1.5,78.35,15,4,0.2667,40.1,118.45,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-24793083520_var-b_,,3,2,3,1.5,78.35,4,40.1,0,0,0,,0,0,0
"2017-12-24 Sun",0,0,0,0,0,8,1,0.125,3.36,3.36,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-24793290400_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",1,0,0,0,0,2,1,0.5,1.53,1.53,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-33096851_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",0,0,0,0,0,3,2,0.6667000000000001,5.67,5.67,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-37425796534_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",1,0,0,0,0,0,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-52729527542_var-b_,,0,0,0,,0,0,0,1,0,0,,0,0,0
"2017-12-24 Sun",1,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-18081464408_dv-m_kw-kwd-133915428968_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-18081464408_dv-m_kw-kwd-133915430408_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-18081464408_dv-m_kw-kwd-97567627961_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-24 Sun",1,0,0,0,0,0,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-29436539168_dv-m_kw-kwd-104968009001_var-b_,,0,0,0,,0,0,0,1,0,0,,0,0,0
"2017-12-23 Sat",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-b1_cp-277140607_ag-1210562331781267_dv-c_kw-75660169872221_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",0,0,0,0,0,2,1,0.5,6.13,6.13,sa-B0D889DD-_pb-b1_cp-277140607_ag-1211661843245828_dv-c_kw-75728889223622_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",0,0,0,0,0,2,1,0.5,2.51,2.51,sa-B0D889DD-_pb-b2_cp-277399748_ag-1212761388352965_dv-c_kw-75797633517005_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",1,1,1,1,26,2,1,0.5,2.44,28.44,sa-B0D889DD-_pb-b2_cp-277399748_ag-1213860900123734_dv-c_kw-75866353266659_var-b_,,1,1,1,1,26,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",0,0,0,0,0,3,1,0.3333,3.66,3.66,sa-B0D889DD-_pb-b2_cp-277399748_ag-1213860900123734_dv-m_kw-75866353266566_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-b2_cp-277399748_ag-1213860900123734_dv-m_kw-75866353266659_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",0,0,0,0,0,5,0,0,0,0,sa-B0D889DD-_pb-b2_cp-277399748_ag-1213860900123734_dv-m_kw-75866353266889_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",0,0,0,0,0,2,1,0.5,3.05,3.05,sa-B0D889DD-_pb-b2_cp-277399748_ag-1216059923223192_dv-c_kw-76003792332019_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",1,0,0,0,0,0,0,0,0,0,sa-B0D889DD-_pb-b2_cp-277399748_ag-1217159435019369_dv-c_kw-76072511919098_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-102477288768_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",1,1,1,1,26,0,0,0,0,26,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-132618984281_var-b_,,1,1,1,1,26,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",1,1,4,4,80.93,1,1,1,4.7,85.63,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-132618992441_var-b_,,1,1,4,4,80.93,1,4.7,0,0,0,,0,0,0
"2017-12-23 Sat",1,0,0,0,0,0,0,0,0,0,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-1451715252_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",1,0,0,0,0,0,0,0,0,0,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-30892861782_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",0,0,0,0,0,2,0,0,0,0,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-344364795_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",1,0,0,0,0,5,1,0.2,6.13,6.13,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-4309776947_var-b_,,0,0,0,,0,0,0,1,0,0,,0,0,0
"2017-12-23 Sat",2,0,0,0,0,0,0,0,0,0,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-65028139610_var-b_,,2,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",1,1,3,3,68.76,2,1,0.5,7.32,76.08,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-86280163468_var-b_,,1,1,3,3,68.76,1,7.32,0,0,0,,0,0,0
"2017-12-23 Sat",1,0,0,0,0,0,0,0,0,0,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-94908789_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",4,3,5,1.7,97.4,7,2,0.2857,11.13,108.53,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-95204913_var-b_,,4,3,5,1.7,97.4,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",1,0,0,0,0,0,0,0,0,0,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099031241_dv-m_kw-kwd-33099997123_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531203928_dv-m_kw-kwd-21684968152_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",1,0,0,0,0,0,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531204768_dv-m_kw-kwd-53749502693_var-b_,,0,0,0,,0,0,0,1,0,0,,0,0,0
"2017-12-23 Sat",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-133912766648_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",3,0,0,0,0,14,6,0.4286,17.03,17.03,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-24793083520_var-b_,,2,0,0,,0,6,17.03,1,0,0,,0,0,0
"2017-12-23 Sat",2,0,0,0,0,11,2,0.1818,18.15,18.15,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-24793290400_var-b_,,2,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",0,0,0,0,0,4,2,0.5,8.85,8.85,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-33096851_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",1,1,1,1,35.75,3,1,0.3333,6.41,42.16,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-33096951_var-b_,,1,1,1,1,35.75,1,6.41,0,0,0,,0,0,0
"2017-12-23 Sat",1,0,0,0,0,0,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-37425796534_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",1,1,2,2,0.73,5,1,0.2,0.16,0.89,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-52729527542_var-b_,,0,0,0,,0,0,0,1,1,2,2,0.73,1,0.16
"2017-12-23 Sat",1,1,1,1,23.4,1,0,0,0,23.4,sa-B0D889DD-_pb-g2_cp-300306968_ag-18081464408_dv-m_kw-kwd-133915426328_var-b_,,1,1,1,1,23.4,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-18081464408_dv-m_kw-kwd-133915430408_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",0,0,0,0,0,2,1,0.5,4.88,4.88,sa-B0D889DD-_pb-g2_cp-300306968_ag-18081464408_dv-m_kw-kwd-179637387848_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-23 Sat",1,1,1,1,27.3,3,0,0,0,27.3,sa-B0D889DD-_pb-g2_cp-300306968_ag-29436539168_dv-m_kw-kwd-104968009001_var-b_,,1,1,1,1,27.3,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",1,0,0,0,0,3,1,0.3333,7.32,7.32,sa-B0D889DD-_pb-b1_cp-277140607_ag-1210562331781267_dv-c_kw-75660169872221_var-b_,,1,0,0,,0,1,7.32,0,0,0,,0,0,0
"2017-12-22 Fri",1,1,1,1,12.68,1,0,0,0,12.68,sa-B0D889DD-_pb-b1_cp-277140607_ag-1211661843245828_dv-c_kw-75728889223622_var-b_,,1,1,1,1,12.68,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-b1_cp-277140607_ag-1211661843245828_dv-c_kw-75728889223625_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",0,0,0,0,0,2,1,0.5,3.43,3.43,sa-B0D889DD-_pb-b2_cp-277399748_ag-1212761388352965_dv-c_kw-75797633517005_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",0,0,0,0,0,4,1,0.25,3.43,3.43,sa-B0D889DD-_pb-b2_cp-277399748_ag-1213860900123734_dv-c_kw-75866353266659_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",0,0,0,0,0,,0,,0,0,sa-B0D889DD-_pb-b2_cp-277399748_ag-1213860900123734_dv-m_kw-75866353266566_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",0,0,0,0,0,2,1,0.5,3.66,3.66,sa-B0D889DD-_pb-b2_cp-277399748_ag-1213860900123734_dv-m_kw-75866353266659_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",0,0,0,0,0,2,1,0.5,2.93,2.93,sa-B0D889DD-_pb-b2_cp-277399748_ag-1213860900123734_dv-m_kw-75866353266899_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-b2_cp-277399748_ag-1216059923223192_dv-c_kw-76003792332014_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",1,1,1,1,3.98,1,0,0,0,3.98,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-30892861782_var-b_,,1,1,1,1,3.98,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",1,0,0,0,0,3,1,0.3333,4.7,4.7,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-344364795_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",1,0,0,0,0,3,1,0.3333,4.7,4.7,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-4309776947_var-b_,,1,0,0,,0,1,4.7,0,0,0,,0,0,0
"2017-12-22 Fri",1,0,0,0,0,0,0,0,0,0,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-65028139610_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",1,1,1,1,1.3,2,1,0.5,10.4,11.7,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-86280163468_var-b_,,1,1,1,1,1.3,1,10.4,0,0,0,,0,0,0
"2017-12-22 Fri",1,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-94908789_var-b_,,0,0,0,,0,0,0,1,0,0,,0,0,0
"2017-12-22 Fri",1,1,1,1,14.95,1,0,0,0,14.95,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099026681_dv-m_kw-kwd-95204913_var-b_,,1,1,1,1,14.95,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",3,1,2,2,43.55,3,1,0.3333,3.36,46.91,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099031241_dv-m_kw-kwd-33099997123_var-b_,,3,1,2,2,43.55,1,3.36,0,0,0,,0,0,0
"2017-12-22 Fri",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g1_cp-232086641_ag-18099031241_dv-m_kw-kwd-53268941371_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",1,0,0,0,0,3,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531203928_dv-m_kw-kwd-21684968152_var-b_,,0,0,0,,0,0,0,1,0,0,,0,0,0
"2017-12-22 Fri",2,1,2,2,25.21,3,1,0.3333,4.88,30.09,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531203928_dv-m_kw-kwd-97264736917_var-b_,,2,1,2,2,25.21,1,4.88,0,0,0,,0,0,0
"2017-12-22 Fri",0,0,0,0,0,2,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531204768_dv-m_kw-kwd-160459654088_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",0,0,0,0,0,2,1,0.5,2.93,2.93,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531204768_dv-m_kw-kwd-160459656008_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531204768_dv-m_kw-kwd-53749502693_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",1,0,0,0,0,3,1,0.3333,3.66,3.66,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-133912756808_var-b_,,1,0,0,,0,1,3.66,0,0,0,,0,0,0
"2017-12-22 Fri",1,1,1,1,32.5,2,1,0.5,3.66,36.16,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-1765411395_var-b_,,1,1,1,1,32.5,1,3.66,0,0,0,,0,0,0
"2017-12-22 Fri",0,0,0,0,0,1,1,1,5.36,5.36,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-179620036808_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",2,0,0,0,0,30,7,0.23329999999999998,27.53,27.53,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-24793083520_var-b_,,2,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",6,2,2,1,57.85,15,2,0.1333,6.1,63.95,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-24793290400_var-b_,,6,2,2,1,57.85,2,6.1,0,0,0,,0,0,0
"2017-12-22 Fri",1,0,0,0,0,11,3,0.2727,13.73,13.73,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-33096851_var-b_,,0,0,0,,0,0,0,1,0,0,,0,0,0
"2017-12-22 Fri",1,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-33096951_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",3,2,3,1.5,62.3,10,2,0.2,6.59,68.89,sa-B0D889DD-_pb-g2_cp-300306968_ag-17531205248_dv-m_kw-kwd-52729527542_var-b_,,2,1,2,2,61.75,0,0,1,1,1,1,0.55,0,0
"2017-12-22 Fri",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-18081464408_dv-m_kw-kwd-133915426088_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",0,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-18081464408_dv-m_kw-kwd-133915439288_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",0,0,0,0,0,2,1,0.5,3.66,3.66,sa-B0D889DD-_pb-g2_cp-300306968_ag-18081464408_dv-m_kw-kwd-24793077640_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-22 Fri",1,0,0,0,0,0,0,0,0,0,sa-B0D889DD-_pb-g2_cp-300306968_ag-18081464408_dv-m_kw-kwd-97567988201_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-21 Thu",1,0,0,0,0,0,0,0,0,0,sa-B0D889DD-_pb-b1_cp-277140607_ag-1210562331781267_dv-c_kw-75660169872219_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-21 Thu",1,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-b1_cp-277140607_ag-1210562331781267_dv-c_kw-75660169872221_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-21 Thu",1,0,0,0,0,1,0,0,0,0,sa-B0D889DD-_pb-b1_cp-277140607_ag-1211661843245828_dv-c_kw-75728889223622_var-b_,,1,0,0,,0,0,0,0,0,0,,0,0,0
"2017-12-21 Thu",0,0,0,0,0,2,0,0,0,0,sa-B0D889DD-_pb-b2_cp-277399748_ag-1212761388352965_dv-c_kw-75797633517005_var-b_,,0,0,0,,0,0,0,0,0,0,,0,0,0
