Date,AccountID,Custom,Earnings
8/4/2018 12:00:00 AM,637304,_pb-g1_cp-1406060569_ag-56956603338_dv-m_ap-1t3_kw-kwd-389914052302__p1var-e_p2var-b_,0
8/4/2018 12:00:00 AM,637304,_pb-g1_cp-1406060569_ag-56956603338_dv-m_ap-1t4_kw-kwd-449750371857__p1var-e_p2var-b_,0
8/4/2018 12:00:00 AM,637304,_pb-g1_cp-1406564091_ag-61099789171_dv-m_ap-7o1_kw-kwd-298686117105__p1var-e_p2var-b_,0
8/4/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854428:loc-190__p1var-e_p2var-b_,4
8/4/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854428:loc-4084__p1var-e_p2var-b_,1.68
8/4/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854443:loc-4096__p1var-e_p2var-b_,3.912
8/4/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854443:loc-4099__p1var-e_p2var-b_,0
8/4/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854443:loc-4109__p1var-e_p2var-b_,4.064
8/4/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854443:loc-4126__p1var-e_p2var-b_,5.728
8/4/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854455:loc-190__p1var-e_p2var-b_,4
8/4/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854457:loc-190__p1var-e_p2var-b_,7.4
8/4/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854457:loc-4084__p1var-e_p2var-b_,9.728
8/4/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854457:loc-4126__p1var-e_p2var-b_,0
8/4/2018 12:00:00 AM,640235,_pb-b1_cp-335285391_ag-1223756626165279_dv-m__kw-kwd-76484923849556:loc-4123__p1var-i_p2var-b_,1.7763
8/4/2018 12:00:00 AM,640235,_pb-b1_cp-335285392_ag-1217159556394777_dv-m__kw-kwd-76072607224669:loc-4133__p1var-h_p2var-b_,4.0455
8/4/2018 12:00:00 AM,640235,_pb-b1_cp-335285393_ag-1213861021635126_dv-m__kw-kwd-75866448783329:loc-4084__p1var-h_p2var-b_,6.789
8/4/2018 12:00:00 AM,640235,_pb-b1_cp-335285399_ag-1214960532947143_dv-m__kw-kwd-75935168058267:loc-4126__p1var-h_p2var-b_,1.2555
8/4/2018 12:00:00 AM,640235,_pb-b1_cp-335285401_ag-1219358579821275_dv-m__kw-kwd-76210045544196:loc-4083__p1var-h_p2var-b_,12.0156
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368103409_ag-53463727086_dv-m_ap-1t2_kw-kwd-307164755923__p1var-h_p2var-b_,1.7763
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368103409_ag-53463727086_dv-m_ap-1t2_kw-kwd-466123648274__p1var-h_p2var-b_,1.3764
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368103886_ag-53463729046_dv-m_ap-1o3_kw-kwd-442694794944__p1var-h_p2var-b_,0
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368103886_ag-53463729046_dv-m_ap-1t3_kw-kwd-306022934150__p1var-h_p2var-b_,0.5859
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368103886_ag-53463729046_dv-m_ap-1t3_kw-kwd-306250697499__p1var-h_p2var-b_,3.2922
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368304006_ag-58286361287_dv-m_ap-1t2_kw-kwd-442694807744__p1var-i_p2var-b_,0
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368304252_ag-54704519436_dv-m_ap-1o1_kw-kwd-442694791824__p1var-h_p2var-b_,1.488
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368304252_ag-54704519436_dv-m_ap-1t3_kw-kwd-308697891795__p1var-h_p2var-b_,6.138
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368304483_ag-57183840600_dv-m_ap-1o1_kw-kwd-435146876319__p1var-h_p2var-b_,8.37
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368304483_ag-57183840600_dv-m_ap-1o2_kw-kwd-435660514469__p1var-i_p2var-b_,4.743
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368304483_ag-57183840600_dv-m_ap-1o2_kw-kwd-436815066676__p1var-h_p2var-b_,0
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368304483_ag-57387446089_dv-m_ap-1o1_kw-kwd-435146867199__p1var-i_p2var-b_,1.0323
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368567336_ag-52124404742_dv-m_ap-1o3_kw-kwd-442694799984__p1var-i_p2var-b_,0
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368567336_ag-52124404742_dv-m_ap-1t1_kw-kwd-442694794264__p1var-i_p2var-b_,0
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368567336_ag-52124404742_dv-m_ap-1t1_kw-kwd-442694801504__p1var-i_p2var-b_,0
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368567336_ag-52124404742_dv-m_ap-1t4_kw-kwd-442694814384__p1var-i_p2var-b_,0
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368567483_ag-57474088794_dv-m_ap-1o1_kw-kwd-441921069522__p1var-i_p2var-b_,1.9158
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368567483_ag-57474088794_dv-m_ap-1t4_kw-kwd-441921071162__p1var-i_p2var-b_,0.2232
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368567519_ag-52124404542_dv-m_ap-1o1_kw-kwd-442694807224__p1var-i_p2var-b_,3.0504
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368567519_ag-52124404542_dv-m_ap-1o1_kw-kwd-442694807904__p1var-i_p2var-b_,0
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368567519_ag-52124404542_dv-m_ap-1t2_kw-kwd-442694797664__p1var-i_p2var-b_,0
8/4/2018 12:00:00 AM,640235,_pb-g1_cp-1368567597_ag-57474112514_dv-m_ap-1t4_kw-kwd-436821659476__p1var-h_p2var-b_,1.488
8/4/2018 12:00:00 AM,640236,_pb-b1_cp-335285379_ag-1222657114848094_dv-c__kw-kwd-76416204071534:loc-4113__p1var-h_p2var-b_,1.7577
8/4/2018 12:00:00 AM,640236,_pb-b1_cp-335285380_ag-1220458091123548_dv-c__kw-kwd-76278766453071:loc-4099__p1var-h_p2var-b_,1.7019
8/4/2018 12:00:00 AM,640236,_pb-b1_cp-335285383_ag-1214960532947111_dv-c__kw-kwd-75935168058060:loc-4095__p1var-i_p2var-b_,12.2202
8/4/2018 12:00:00 AM,640236,_pb-b1_cp-335285387_ag-1211661998404020_dv-c__kw-kwd-75729009436783:loc-4092__p1var-i_p2var-b_,12.4434
8/4/2018 12:00:00 AM,640236,_pb-b1_cp-335285387_ag-1211661998404020_dv-c__kw-kwd-75729009437126:loc-4109__p1var-i_p2var-b_,18.7674
8/4/2018 12:00:00 AM,640236,_pb-g1_cp-1345431075_ag-60836499104_dv-c_ap-1t4_kw-kwd-466123643474__p1var-h_p2var-b_,0
8/4/2018 12:00:00 AM,640236,_pb-g1_cp-1345633801_ag-56729130471_dv-c_ap-1o1_kw-kwd-435218226602__p1var-i_p2var-b_,3.6735
8/5/2018 12:00:00 AM,637304,_pb-b1_cp-335315487_ag-1217159567001529_dv-c_kw-kwd-76072612060660:loc-4097__p1var-e_p2var-b_,3.4
8/5/2018 12:00:00 AM,637304,_pb-b1_cp-335315487_ag-1217159567001529_dv-c_kw-kwd-76072612060751:loc-4085__p1var-e_p2var-b_,5.04
8/5/2018 12:00:00 AM,637304,_pb-b1_cp-335315488_ag-1221557613674221_dv-c_kw-kwd-76347488784123:loc-4128__p1var-e_p2var-b_,0
8/5/2018 12:00:00 AM,637304,_pb-b1_cp-335315488_ag-1221557613674221_dv-c_kw-kwd-76347488784208:loc-4109__p1var-e_p2var-b_,0
8/5/2018 12:00:00 AM,637304,_pb-b1_cp-335315489_ag-1223756636772623_dv-c_kw-kwd-76484928656361:loc-190__p1var-e_p2var-b_,0
8/5/2018 12:00:00 AM,637304,_pb-b1_cp-335315489_ag-1223756636772623_dv-c_kw-kwd-76484928656404:loc-190__p1var-e_p2var-b_,2.448
8/5/2018 12:00:00 AM,637304,_pb-b1_cp-335315497_ag-1207263962524960_dv-m_kw-kwd-75454136146702:loc-4126__p1var-e_p2var-b_,3.08
8/5/2018 12:00:00 AM,637304,_pb-b1_cp-335315499_ag-1208363473991345_dv-m_kw-kwd-75522855766370:loc-4109__p1var-e_p2var-b_,1.952
8/5/2018 12:00:00 AM,637304,_pb-b1_cp-335315499_ag-1208363473991345_dv-m_kw-kwd-75522855766437:loc-4084__p1var-e_p2var-b_,0
8/5/2018 12:00:00 AM,637304,_pb-b1_cp-335315499_ag-1223756636772687_dv-m_kw-kwd-76484928656783:loc-190__p1var-e_p2var-b_,0
8/5/2018 12:00:00 AM,637304,_pb-b1_cp-335315499_ag-1223756636772687_dv-m_kw-kwd-76484928656803:loc-4095__p1var-e_p2var-b_,0
8/5/2018 12:00:00 AM,637304,_pb-b1_cp-335315501_ag-1207263962524976_dv-m_kw-kwd-75454136146967:loc-59981__p1var-i_p2var-b_,6.16
8/5/2018 12:00:00 AM,637304,_pb-b1_cp-335315501_ag-1220458101731996_dv-m_kw-kwd-76278771251189:loc-4120__p1var-e_p2var-b_,0
8/5/2018 12:00:00 AM,637304,_pb-b1_cp-335315501_ag-1223756636772671_dv-m_kw-kwd-76484928656723:loc-59981__p1var-i_p2var-b_,3.08
8/5/2018 12:00:00 AM,637304,_pb-g1_cp-1401083889_ag-59291806950_dv-c_ap-1t4_kw-kwd-389914052302__p1var-e_p2var-b_,0
8/5/2018 12:00:00 AM,637304,_pb-g1_cp-1401083889_ag-60741453968_dv-c_ap-1t2_kw-kwd-403731102460__p1var-e_p2var-b_,0
8/5/2018 12:00:00 AM,637304,_pb-g1_cp-1406060569_ag-56898658033_dv-m_ap-1t1_kw-kwd-446983403950__p1var-e_p2var-b_,4.24
8/5/2018 12:00:00 AM,637304,_pb-g1_cp-1406060569_ag-56956603338_dv-m_ap-1o2_kw-kwd-449750370897__p1var-e_p2var-b_,0
8/5/2018 12:00:00 AM,637304,_pb-g1_cp-1406060569_ag-56956603338_dv-m_ap-1t3_kw-kwd-449750370897__p1var-e_p2var-b_,3.832
8/5/2018 12:00:00 AM,637304,_pb-g1_cp-1406060569_ag-56956603338_dv-m_ap-1t4_kw-kwd-449750370897__p1var-e_p2var-b_,0
8/5/2018 12:00:00 AM,637304,_pb-g1_cp-1406911667_ag-50908271650_dv-m_ap-1t2_kw-kwd-448333714245__p1var-i_p2var-b_,0
8/5/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854422:loc-190__p1var-e_p2var-b_,3.4
8/5/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854443:loc-4083__p1var-e_p2var-b_,4.712
8/5/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854443:loc-4089__p1var-e_p2var-b_,4.824
8/5/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854443:loc-4126__p1var-e_p2var-b_,10.2
8/5/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854444:loc-59981__p1var-e_p2var-b_,6.8
8/5/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854448:loc-190__p1var-e_p2var-b_,3.4
8/5/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854455:loc-190__p1var-e_p2var-b_,2.448
8/5/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854455:loc-59981__p1var-e_p2var-b_,2
8/5/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854457:loc-4126__p1var-e_p2var-b_,0
8/5/2018 12:00:00 AM,640235,_pb-b1_cp-335285394_ag-1209462974855714_dv-m__kw-kwd-75591570843631:loc-4098__p1var-i_p2var-b_,1.7763
8/5/2018 12:00:00 AM,640235,_pb-b1_cp-335285396_ag-1209462974855730_dv-m__kw-kwd-75591570843765:loc-4086__p1var-h_p2var-b_,0
8/5/2018 12:00:00 AM,640235,_pb-b1_cp-335285396_ag-1209462974855730_dv-m__kw-kwd-75591570843765:loc-59981__p1var-h_p2var-b_,4.0269
8/5/2018 12:00:00 AM,640235,_pb-b1_cp-335285399_ag-1214960532947143_dv-m__kw-kwd-75935168058270:loc-4090__p1var-h_p2var-b_,1.7763
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368103409_ag-53463727086_dv-m_ap-1o1_kw-kwd-307468697481__p1var-h_p2var-b_,1.6647
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368103409_ag-53463727086_dv-m_ap-1t2_kw-kwd-307164755003__p1var-h_p2var-b_,1.5252
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368103409_ag-53463727086_dv-m_ap-1t2_kw-kwd-307468697481__p1var-h_p2var-b_,0
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368103886_ag-53463729046_dv-m_ap-1t2_kw-kwd-442694794944__p1var-h_p2var-b_,0.651
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368103886_ag-53463729046_dv-m_ap-1t3_kw-kwd-306250697899__p1var-h_p2var-b_,3.6921
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368103886_ag-53463729046_dv-m_ap-1t4_kw-kwd-442694794944__p1var-h_p2var-b_,0
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368304006_ag-58286361287_dv-m_ap-1o3_kw-kwd-442694812464__p1var-i_p2var-b_,0
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368304060_ag-52124406862_dv-m_ap-1o1_kw-kwd-466123642994__p1var-h_p2var-b_,0
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368304252_ag-54704519436_dv-m_ap-1o1_kw-kwd-308697891795__p1var-h_p2var-b_,6.7053
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368304252_ag-54704519436_dv-m_ap-1o1_kw-kwd-442694791824__p1var-h_p2var-b_,2.79
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368304252_ag-54704519436_dv-m_ap-1t3_kw-kwd-308697891795__p1var-h_p2var-b_,0
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368304252_ag-54704519436_dv-m_ap-1t4_kw-kwd-442694791824__p1var-h_p2var-b_,2.7249
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368304483_ag-54220089283_dv-m_ap-1o3_kw-kwd-435218204082__p1var-h_p2var-b_,0
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368304483_ag-57183840600_dv-m_ap-1o1_kw-kwd-435146876319__p1var-i_p2var-b_,5.487
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368304483_ag-57183840600_dv-m_ap-1o2_kw-kwd-435146876319__p1var-h_p2var-b_,0
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368304483_ag-57183840600_dv-m_ap-1o3_kw-kwd-435146876319__p1var-h_p2var-b_,4.7058
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368304483_ag-57387446089_dv-m_ap-1t2_kw-kwd-365106676689__p1var-i_p2var-b_,4.9662
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368567336_ag-52124404742_dv-m_ap-1t2_kw-kwd-442694817024__p1var-i_p2var-b_,1.7763
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368567336_ag-52124404742_dv-m_ap-1t3_kw-kwd-442694817024__p1var-i_p2var-b_,1.7763
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368567483_ag-57474088794_dv-m_ap-1t4_kw-kwd-441921060602__p1var-i_p2var-b_,2.9109
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368567519_ag-52124404542_dv-m_ap-1t4_kw-kwd-442694797384__p1var-i_p2var-b_,0
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368567519_ag-52124404542_dv-m_ap-1t4_kw-kwd-442694802944__p1var-i_p2var-b_,0
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368567597_ag-57474112514_dv-m_ap-1o1_kw-kwd-436821675076__p1var-i_p2var-b_,1.488
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368567597_ag-57474112514_dv-m_ap-1o2_kw-kwd-436821684196__p1var-h_p2var-b_,3.4689
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368567597_ag-60127486928_dv-m_ap-1o2_kw-kwd-435218226602__p1var-h_p2var-b_,2.1948
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368567597_ag-60127486928_dv-m_ap-1o3_kw-kwd-435218212202__p1var-h_p2var-b_,6.5658
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368567597_ag-60127486928_dv-m_ap-1o3_kw-kwd-435218215082__p1var-i_p2var-b_,0
8/5/2018 12:00:00 AM,640235,_pb-g1_cp-1368567597_ag-60127486928_dv-m_ap-1t4_kw-kwd-435218212202__p1var-h_p2var-b_,1.6926
8/5/2018 12:00:00 AM,640236,_pb-b1_cp-335285379_ag-1222657114848094_dv-c__kw-kwd-76416204071507:loc-4095__p1var-h_p2var-b_,0
8/5/2018 12:00:00 AM,640236,_pb-b1_cp-335285380_ag-1220458091123548_dv-c__kw-kwd-76278766453071:loc-4117__p1var-h_p2var-b_,3.2178
8/5/2018 12:00:00 AM,640236,_pb-b1_cp-335285380_ag-1220458091123548_dv-c__kw-kwd-76278766453084:loc-4117__p1var-h_p2var-b_,3.6735
8/5/2018 12:00:00 AM,640236,_pb-b1_cp-335285381_ag-1219358579821243_dv-c__kw-kwd-76210045543605:loc-4126__p1var-h_p2var-b_,89.9403
8/5/2018 12:00:00 AM,640236,_pb-b1_cp-335285384_ag-1209462974855778_dv-c__kw-kwd-75591571087051:loc-4084__p1var-i_p2var-b_,3.9804
8/5/2018 12:00:00 AM,640236,_pb-g1_cp-1344834455_ag-52421189005_dv-c_ap-1t4_kw-kwd-441921060442__p1var-h_p2var-b_,0
8/5/2018 12:00:00 AM,640236,_pb-g1_cp-1345431075_ag-60836499104_dv-c_ap-1o2_kw-kwd-307164751083__p1var-h_p2var-b_,0
8/5/2018 12:00:00 AM,640236,_pb-g1_cp-1345431489_ag-53417914989_dv-c_ap-1t3_kw-kwd-308697891795__p1var-h_p2var-b_,0
8/5/2018 12:00:00 AM,640236,_pb-g1_cp-1345629013_ag-62470773308_dv-c_ap-1t3_kw-kwd-306250695499__p1var-h_p2var-b_,0
8/6/2018 12:00:00 AM,637304,_pb-b1_cp-335315486_ag-1220458101731980_dv-c_kw-kwd-76278771251023:loc-4126__p1var-e_p2var-b_,0
8/6/2018 12:00:00 AM,637304,_pb-b1_cp-335315488_ag-1221557613674221_dv-c_kw-kwd-76347488784198:loc-190__p1var-e_p2var-b_,4.8
8/6/2018 12:00:00 AM,637304,_pb-b1_cp-335315489_ag-1223756636772623_dv-c_kw-kwd-76484928656404:loc-4090__p1var-e_p2var-b_,4.56
8/6/2018 12:00:00 AM,637304,_pb-b1_cp-335315491_ag-1221557613674269_dv-c_kw-kwd-76347488784412:loc-4114__p1var-e_p2var-b_,0
8/6/2018 12:00:00 AM,637304,_pb-b1_cp-335315496_ag-1208363473991281_dv-m_kw-kwd-75522855765900:loc-4084__p1var-e_p2var-b_,4.8
8/6/2018 12:00:00 AM,637304,_pb-b1_cp-335315496_ag-1208363473991281_dv-m_kw-kwd-75522855765900:loc-4096__p1var-e_p2var-b_,4.8
8/6/2018 12:00:00 AM,637304,_pb-b1_cp-335315496_ag-1208363473991281_dv-m_kw-kwd-75522855765900:loc-4126__p1var-e_p2var-b_,5.152
8/6/2018 12:00:00 AM,637304,_pb-b1_cp-335315499_ag-1207263962524992_dv-m_kw-kwd-75454136147266:loc-4126__p1var-e_p2var-b_,2
8/6/2018 12:00:00 AM,637304,_pb-b1_cp-335315499_ag-1207263962524992_dv-m_kw-kwd-75454136147283:loc-59981__p1var-e_p2var-b_,3.2
8/6/2018 12:00:00 AM,637304,_pb-b1_cp-335315499_ag-1208363473991345_dv-m_kw-kwd-75522855766437:loc-4084__p1var-e_p2var-b_,4.4
8/6/2018 12:00:00 AM,637304,_pb-g1_cp-1401083889_ag-58910146967_dv-c_ap-1t4_kw-kwd-351026901593__p1var-e_p2var-b_,0
8/6/2018 12:00:00 AM,637304,_pb-g1_cp-1406060569_ag-56898658033_dv-m_ap-1t2_kw-kwd-389914052102__p1var-e_p2var-b_,0
8/6/2018 12:00:00 AM,637314,_pb-b1_cp-335315489_ag-1207263962524944_dv-c_kw-kwd-75454136146493:loc-59981__p1var-e_p2var-b_,0
8/6/2018 12:00:00 AM,637314,_pb-b1_cp-335315489_ag-1207263962524944_dv-c_kw-kwd-75454136146510:loc-4126__p1var-e_p2var-b_,0
8/6/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854443:loc-190__p1var-e_p2var-b_,9.6
8/6/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854443:loc-4096__p1var-e_p2var-b_,4
8/6/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854443:loc-4101__p1var-e_p2var-b_,0
8/6/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854443:loc-4109__p1var-e_p2var-b_,0
8/6/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854443:loc-4133__p1var-e_p2var-b_,0
8/6/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854443:loc-59981__p1var-e_p2var-b_,0
8/6/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854444:loc-59981__p1var-e_p2var-b_,4.4
8/6/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854455:loc-190__p1var-e_p2var-b_,0
8/6/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854455:loc-59981__p1var-e_p2var-b_,0
8/6/2018 12:00:00 AM,637314,_pb-b1_cp-335315499_ag-1222657125458798_dv-m_kw-kwd-76416208854457:loc-59981__p1var-e_p2var-b_,2
8/6/2018 12:00:00 AM,640235,_pb-b1_cp-335285390_ag-1211661998404036_dv-m__kw-kwd-75729009693077:loc-4088__p1var-i_p2var-b_,0
8/6/2018 12:00:00 AM,640235,_pb-b1_cp-335285392_ag-1217159556394777_dv-m__kw-kwd-76072607224666:loc-4083__p1var-h_p2var-b_,2.8644
8/6/2018 12:00:00 AM,640235,_pb-b1_cp-335285393_ag-1213861021635126_dv-m__kw-kwd-75866448783320:loc-4115__p1var-h_p2var-b_,0
8/6/2018 12:00:00 AM,640235,_pb-b1_cp-335285394_ag-1209462974855714_dv-m__kw-kwd-75591570843631:loc-4098__p1var-i_p2var-b_,0
8/6/2018 12:00:00 AM,640235,_pb-b1_cp-335285396_ag-1209462974855730_dv-m__kw-kwd-75591570843765:loc-4126__p1var-h_p2var-b_,6.2682
8/6/2018 12:00:00 AM,640235,_pb-b1_cp-335285401_ag-1219358579821275_dv-m__kw-kwd-76210045544196:loc-4084__p1var-h_p2var-b_,2.8644
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368103409_ag-53463727086_dv-m_ap-1t2_kw-kwd-307468697481__p1var-h_p2var-b_,1.6554
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368103409_ag-53463727086_dv-m_ap-1t4_kw-kwd-307164755923__p1var-h_p2var-b_,1.7763
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368103409_ag-53463727086_dv-m_ap-1t4_kw-kwd-307468697481__p1var-h_p2var-b_,5.859
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368103886_ag-53463729046_dv-m_ap-1t2_kw-kwd-442694794944__p1var-h_p2var-b_,9.3651
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368103886_ag-53463729046_dv-m_ap-1t4_kw-kwd-306250697899__p1var-h_p2var-b_,1.1904
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368304060_ag-52124406862_dv-m_ap-1t4_kw-kwd-466123648554__p1var-h_p2var-b_,5.3568
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368304252_ag-54704519436_dv-m_ap-1o3_kw-kwd-306259264459__p1var-h_p2var-b_,0.9951
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368304483_ag-57183840600_dv-m_ap-1t2_kw-kwd-305215038902__p1var-i_p2var-b_,1.2927
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368304483_ag-57387446089_dv-m_ap-1o1_kw-kwd-365106676689__p1var-i_p2var-b_,1.6926
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368567336_ag-52124404742_dv-m_ap-1t3_kw-kwd-442694801504__p1var-i_p2var-b_,0
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368567483_ag-57474088794_dv-m_ap-1t2_kw-kwd-441921069322__p1var-i_p2var-b_,1.7763
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368567516_ag-53314513383_dv-m_ap-1t3_kw-kwd-441921057722__p1var-h_p2var-b_,0
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368567519_ag-52124404542_dv-m_ap-1t1_kw-kwd-442694810624__p1var-i_p2var-b_,0
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368567519_ag-52124404542_dv-m_ap-1t4_kw-kwd-442694802944__p1var-i_p2var-b_,1.1625
8/6/2018 12:00:00 AM,640235,_pb-g1_cp-1368567597_ag-57387447249_dv-m_ap-1t3_kw-kwd-465015413484__p1var-h_p2var-b_,0
8/6/2018 12:00:00 AM,640236,_pb-b1_cp-335285378_ag-1209462974855762_dv-c__kw-kwd-75591571087008:loc-4126__p1var-h_p2var-b_,15.5589
8/6/2018 12:00:00 AM,640236,_pb-b1_cp-335285379_ag-1222657114848094_dv-c__kw-kwd-76416204071472:loc-4084__p1var-h_p2var-b_,0
8/6/2018 12:00:00 AM,640236,_pb-b1_cp-335285380_ag-1220458091123548_dv-c__kw-kwd-76278766453035:loc-4102__p1var-h_p2var-b_,0
8/6/2018 12:00:00 AM,640236,_pb-b1_cp-335285380_ag-1220458091123548_dv-c__kw-kwd-76278766453054:loc-4090__p1var-h_p2var-b_,10.9368
8/6/2018 12:00:00 AM,640236,_pb-b1_cp-335285380_ag-1220458091123548_dv-c__kw-kwd-76278766453063:loc-4089__p1var-h_p2var-b_,1.86
